target_id,fullname,pgmtl9_rmse,pb0_rmse,rmse_pred_mean,rmse_pred_lower,max_depth,surface_area,K_d,SDF,latitude,longitude,sw_mean,sw_std,lw_mean,lw_std,at_mean,at_std,rh_mean,rh_std,ws_mean,ws_std,rain_mean,rain_std,snow_mean,snow_std,sw_mean_sp,sw_std_sp,lw_mean_sp,lw_std_sp,at_mean_sp,at_std_sp,rh_mean_sp,rh_std_sp,ws_mean_sp,ws_std_sp,rain_mean_sp,rain_std_sp,snow_mean_sp,snow_std_sp,sw_mean_su,sw_std_su,lw_mean_su,lw_std_su,at_mean_su,at_std_su,rh_mean_su,rh_std_su,ws_mean_su,ws_std_su,rain_mean_su,rain_std_su,snow_mean_su,snow_std_su,sw_mean_au,sw_std_au,lw_mean_au,lw_std_au,at_mean_au,at_std_au,rh_mean_au,rh_std_au,ws_mean_au,ws_std_au,rain_mean_au,rain_std_au,snow_mean_au,snow_std_au,sw_mean_wi,sw_std_wi,lw_mean_wi,lw_std_wi,at_mean_wi,at_std_wi,rh_mean_wi,rh_std_wi,ws_mean_wi,ws_std_wi,rain_mean_wi,rain_std_wi,snow_mean_wi,snow_std_wi,n_obs,n_prof,n_obs_wi,n_obs_sp,n_obs_su,n_obs_au,obs_depth_mean_frac,obs_temp_mean,obs_temp_std,obs_temp_skew,obs_temp_kurt,zero_temp_doy,at_amp,lathrop_strat,glm_strat_perc,ws_sp_mix
nhdhr_{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},,1.389290421,1.313901214,0.7510944594,0.5378515318,3.3528,4609658.685,1.583048,2.375413818,48.17646704,-92.47243282,153.0710967,87.02272955,285.6000643,60.26397979,4.412350757,13.16617944,75.25299008,12.00407199,4.759151989,1.666607946,0.001556949651,0.004511152834,0.002414137297,0.01151580084,89.04112086,45.37247072,223.5301899,39.72275711,-11.18588448,7.250078264,84.59514702,7.415139124,4.669238026,1.633531214,8.94E-05,0.0008846943849,0.005406712975,0.01512182077,219.9868409,68.23751677,299.144899,43.42586559,9.028584935,7.790355692,67.82606853,12.37886103,4.83684183,1.701131441,0.001915916173,0.004520843355,0.001227341463,0.008970255073,219.1051768,58.65344111,348.9341442,27.64419706,18.66407447,4.13616377,70.42735555,8.480557093,4.531671594,1.524851817,0.003030451947,0.006387347232,0,0,79.08079213,40.98140101,267.6438774,43.51184209,0.4043737371,8.830916679,78.55426796,10.96839497,5.010274222,1.7652213,0.001117622309,0.00370364254,0.003156299264,0.01456189539,3429,3311,813,960,977,835,0.3967050001,11.08274477,7.930642792,0.3711224005,-1.492562934,312,18.52426101,0,0.2792932008,4.660975894
nhdhr_{4F6A1C28-CFA9-45C9-B597-E2E6526275B8},Bald Lake,2.206788208,2.940623417,1.92263762,1.598818756,2,40402.41359,1.082681,1.166097548,44.8156539,-93.12938641,165.2763326,81.34277447,296.5843163,62.83706766,7.333469388,13.05513357,74.47976838,12.71444836,4.227473863,1.533238824,0.002028401542,0.006028583704,0.002474950852,0.01420716101,109.902117,44.54624194,232.0718179,39.32307209,-8.209984519,7.192944322,84.99882165,8.699315454,4.15534286,1.533052723,0.0002271161621,0.001418906838,0.006743907032,0.0220446954,220.0459865,65.8052746,313.0161475,43.7023359,12.16794665,7.438774169,68.08106763,11.78256625,4.518755778,1.603748432,0.002970536295,0.006632120755,0.0006444602331,0.008406158693,230.8574299,56.26810761,363.0706799,30.73385077,21.35573346,4.253909,70.44772047,10.29322815,3.851737333,1.286898496,0.003509362608,0.008361444577,0,0,95.5432315,41.32193633,274.7912036,44.9677373,3.286696435,8.80343105,74.68665102,12.63429057,4.396357917,1.608649964,0.001316809235,0.004560336705,0.002652515481,0.01530522495,175,95,0,57,107,11,0.4842857143,21.00874286,4.279334009,-0.1458440853,0.02907798167,324,18.31755326,0,0.7437516797,4.119379562
nhdhr_{62B48949-8CCC-4BA3-989E-AA1FE86C363D},Lake Cornelia,2.328421326,2.914688278,1.774716884,1.495484966,2,119091.3794,3.53405,2.031212582,44.88503737,-93.34085706,164.8222386,81.4100044,295.8033365,62.86648945,7.227483163,13.03873988,74.25229561,12.75278375,4.299403538,1.540829367,0.001952792575,0.005954379814,0.002327369551,0.01320503649,107.1076114,42.37686538,231.2412927,39.24226568,-8.302912561,7.119594816,84.80310864,8.800395755,4.194842172,1.528167016,0.0002075625139,0.001379389995,0.006320913522,0.02029440107,220.1568558,65.9623667,312.1822573,43.6985831,12.06732096,7.397533873,67.69528897,11.79455383,4.612589009,1.617937526,0.002855742021,0.006602263511,0.0005849000529,0.007441742728,231.1948863,55.73584282,362.5080713,30.63741367,21.28798463,4.219047854,70.12298995,10.22233624,3.946238834,1.314003107,0.003417452672,0.008285400592,0,0,96.04223298,40.91611962,273.8845161,44.82622788,3.121542721,8.746109492,74.69333833,12.62114639,4.454689433,1.606012403,0.001242084407,0.004396911318,0.00253733516,0.01469020823,59,59,0,21,30,8,0,21.87118644,5.421033457,-0.4419149199,-0.2149522243,323,18.28608528,0,0.6908089223,4.209838196
nhdhr_{E940A362-4076-4895-A23F-1B8CCC905DEE},Crane Lake,2.798802942,3.383330834,2.56907524,2.228322625,24.384,12127607.37,0.9303483,4.551342946,48.28986619,-92.47584313,153.2940503,87.92576383,286.0879513,60.83808346,4.43604878,13.32415821,75.00970203,12.05213744,4.608715176,1.616719411,0.001501928924,0.004364001059,0.002243272322,0.01086804043,88.51690609,45.0529555,223.3189411,39.65390057,-11.39054285,7.292550657,84.73330975,7.164967209,4.48291162,1.578421456,8.71E-05,0.0009164461909,0.00500357595,0.01425403406,221.6234553,68.3413002,299.5321391,43.84498446,9.131342259,7.861886175,67.5811796,12.27049292,4.706682474,1.655654517,0.001871835553,0.004436440376,0.001133803817,0.008410985104,219.8749722,59.41284932,350.4556592,27.71133019,18.87093695,4.153347415,69.58202272,8.285950491,4.426091943,1.478815642,0.002898688821,0.006096854405,0,0,78.02248127,41.04495382,267.8530145,43.6716438,0.3844409509,8.904296297,78.56172015,10.92321249,4.827890416,1.717532096,0.001078917321,0.003647287092,0.002960554674,0.01381469807,1451,95,0,391,1035,100,0.4060345739,13.30936435,5.405913755,0.3767241217,-1.16934512,312,18.79513983,0,0.1369927439,4.558307412
nhdhr_0b5e30c9-8c3f-401b-9931-91ac59b2662a,Garden Lake,1.756525725,2.562850843,2.132972507,1.882616604,16.4592,2644276.289,1.052133,4.350028046,47.92105663,-91.74746617,153.4676648,86.99286551,284.7017394,60.13780421,4.250299324,13.02168164,75.7054655,11.68105413,5.168312802,1.831143561,0.001581429357,0.00483378212,0.003070581974,0.01422346145,89.10152954,45.04675634,222.7201776,39.81283807,-11.12566448,7.184625479,84.44007448,7.41086274,5.227170179,1.836935962,0.0001134256487,0.001271355868,0.006735014868,0.01882808612,220.2452913,68.1320809,297.937335,42.97532797,8.68059407,7.749693133,68.61997638,12.30175323,5.143342519,1.850525742,0.001915546396,0.004679095476,0.001641882559,0.01165500846,219.7728264,58.18880632,348.1611193,27.39539628,18.42864564,4.146403436,71.06567127,8.351245578,4.802670651,1.627402869,0.003016275092,0.006810525866,1.56E-09,9.66E-08,79.67468071,41.55470565,266.8433296,43.41374932,0.2866510854,8.674883764,79.07356052,10.53124752,5.520628632,1.932671008,0.00120911606,0.00424650163,0.004074876139,0.01743100819,830,80,0,220,567,52,0.3633414682,16.1267938,4.46729709,-0.02182082795,-0.9955093438,312,18.41885956,0,0.6274522978,4.908779982
nhdhr_105231881,Lake Independence,3.066929042,1.948787081,1.803805406,1.472869364,9.144,8317289.66,0.85,1.950361878,46.80588773,-87.69785241,162.8294884,99.68946605,292.6576792,49.74307808,6.183966195,10.63532794,79.49268953,9.359276654,5.697662939,2.554601442,0.00181430366,0.004843067987,0.004740731288,0.01916396125,81.83660147,44.70797599,243.6856817,34.89236684,-6.391310121,5.608110297,84.37743626,6.21705458,6.199885369,2.789999137,0.0002935951901,0.001621035247,0.01288331919,0.02930461439,237.1414425,75.29080081,294.9499768,40.81868707,8.208613971,7.164617925,74.81984601,11.86799355,5.137974485,2.139354849,0.002146037461,0.005116663023,0.002198868509,0.01545904043,245.8238254,66.97487596,342.8067383,28.50042256,18.16806114,3.752706671,78.42828638,7.399897443,4.55992903,1.779978443,0.00268647247,0.005752790778,0,0,80.48057533,41.77043938,286.9781426,34.85329184,4.184746963,6.640860328,80.49422766,8.243296695,6.968627131,2.693293511,0.002092183312,0.005315577067,0.004118947111,0.01707698008,537,63,0,156,372,9,0.5095545552,18.59690875,3.987732698,-0.9779999432,0.9067058926,330,14.85004849,0,0.3372749261,4.708841063
nhdhr_105567402,Upper Red Lake,1.765460592,2.10508975,0.388681456,0.09570030839,5.8,482703154,2.018326,1.276366417,48.13106973,-94.7666374,159.6100965,88.94421083,284.1276603,61.6937123,4.734025906,13.6216158,73.21740452,13.36985354,4.773038159,1.604807052,0.001360751107,0.004453519621,0.001650532156,0.009476040732,94.10746316,46.40032149,219.996411,38.75819121,-11.49148815,7.426512067,84.83215739,7.644393879,4.673311177,1.553482064,8.27E-05,0.0007664076609,0.003938705408,0.01360478927,228.3172091,66.69765552,298.6517172,43.82563433,9.648086083,7.884357139,65.94415165,12.64770565,4.903649051,1.650908043,0.001700234837,0.004589731831,0.0006716317615,0.006907061985,229.0644135,59.42823655,350.0004239,28.19995655,19.45360184,4.303585848,66.42034914,10.18791655,4.54770907,1.466462564,0.002685948682,0.006264890975,0,0,81.64889534,39.39612546,264.5681229,43.7943733,0.5600936969,9.141243707,76.13764998,12.27310789,4.977133488,1.706597146,0.0009061092081,0.003707870505,0.002085534123,0.01105539591,3883,2657,546,904,1757,695,0.5000653953,13.86583291,7.45278293,-0.3346145309,-1.369699095,312,19.13627829,0,0.3165815641,4.61605255
nhdhr_107074156,Pike Lake,1.440829162,2.389520576,2.400693945,2.092719177,17.9832,1975942.983,0.3525417,1.593896042,46.8664669,-92.29991979,160.0842373,85.1743464,283.9284956,59.89115348,4.475721044,12.60341663,77.85749843,10.61750116,4.692704033,1.625021945,0.001766823627,0.005285003704,0.003417900236,0.01652838159,96.68247294,46.27708874,222.4244294,39.26348761,-10.46059071,6.883897189,85.08475511,7.343171211,4.68777529,1.589252851,0.0001370247565,0.001314859361,0.007840911893,0.02157193263,223.7472918,65.71065176,297.7502436,42.27113824,8.785675251,7.360035036,71.7097266,11.34967399,4.861415408,1.696582913,0.002291279959,0.005711809139,0.001798329806,0.01229209153,226.5613891,56.93309991,346.9524087,28.33890496,18.24348495,3.991353549,75.30920737,8.174026352,4.316445054,1.436760727,0.003232364195,0.007159324262,6.75E-09,4.19E-07,88.35130857,40.45018673,265.4399374,43.50262267,0.6243217888,8.400694215,79.57568406,10.12201426,4.920700514,1.70044829,0.001329392329,0.004426828587,0.004217143326,0.02139574038,869,60,0,233,625,74,0.4331134667,14.06167382,5.551789252,0.2694866383,-1.0594293,313,17.76148127,0,0.6625907014,4.549552266
nhdhr_107074838,Third Lake,2.814450387,2.775784668,3.196301637,2.988447401,6.1,60825.52367,0.8941846,1.431338861,46.71154501,-92.50224806,158.477322,83.75747191,285.5572476,60.1124546,4.91424935,12.59840828,77.56072659,10.81985254,4.84770497,1.654282585,0.001837305297,0.005359567806,0.003162626047,0.01529692427,98.85526057,45.73195366,223.9578897,39.32975849,-9.998919264,6.91112651,85.20372108,7.268386369,4.845587097,1.616199183,0.0001690967297,0.001473483572,0.007451027846,0.02083935247,222.2819076,65.46564059,299.4710904,42.40848228,9.196577391,7.367158388,71.5406812,11.49651841,5.033411873,1.726226298,0.002350436189,0.005663512051,0.001561835631,0.01143669709,221.8938732,56.75900912,348.8451218,28.55237096,18.66103978,4.024229964,74.93263941,8.334719804,4.443632215,1.458354625,0.003359850755,0.007301146969,0,0,85.99810634,39.03891253,266.7913233,43.71792739,1.090092652,8.429165507,78.8096111,10.55425184,5.084659229,1.730199185,0.001390320308,0.004528064281,0.003809339005,0.01877873201,586,76,24,313,286,167,0.4562046068,13.57696203,5.531377314,0.4456642399,-0.5389317691,313,17.75664912,0,0.8071083042,4.675748025
nhdhr_109981506,Paddock Lake,1.75590022,4.970856971,2.449112764,2.225704832,9.7536,518111.1737,0.5924884,2.080803461,42.5731233,-88.10108976,170.0684653,86.08173745,303.6731832,60.00341985,9.007889224,11.41421537,76.7836165,10.59836177,5.113681968,1.848579713,0.002231532167,0.005951946355,0.002101652223,0.0123806802,101.8701515,43.98896695,245.1848987,40.95877547,-4.250074967,6.457489294,84.04704529,8.736970244,5.582485263,1.905677663,0.0008004782434,0.003177448562,0.006473572439,0.0209315444,227.6526687,69.76662288,315.1901298,43.47639362,12.26521666,7.109384537,72.92992496,10.0868656,5.187278019,1.839061496,0.002957658087,0.006623599378,0.0004721646363,0.006008070192,241.3227697,57.86187438,365.3452495,32.63321949,21.53131456,3.882636819,73.93726292,9.125751467,4.188151801,1.352500979,0.003124927166,0.007354185833,0,0,104.4373491,45.475557,285.9369779,45.37854574,5.857038906,7.710714251,76.40852325,10.62834101,5.539775904,1.897660374,0.001988399316,0.005401450447,0.001572764868,0.01097858394,2574,272,0,592,1768,262,0.513520029,18.81019832,4.996401043,-0.1192557795,-0.9791076337,335,15.88275694,0,0.7070008062,4.386516138
nhdhr_113471457,Hubbard Lake,1.813195594,2.542958542,3.031776645,2.179611537,26.5,35521427.08,0.3011587,1.699900111,44.80455438,-83.56351501,165.657833,91.90167494,299.5362646,51.44098655,7.484202957,10.37646711,77.75003738,9.55917473,5.096259324,1.90670101,0.001787569637,0.004619434224,0.002717046012,0.01336754567,99.10860321,51.25620692,249.662285,35.36723503,-4.917491964,5.160840255,83.59598711,7.710199459,5.548873347,1.898667759,0.0005069032697,0.002290765789,0.008072008117,0.02158591601,231.5864276,75.45954306,303.2531321,42.74377625,9.679493164,6.919830796,72.78297698,11.07768488,5.040768621,1.875052801,0.002168268718,0.004883982574,0.001220791888,0.01152718559,236.9164029,62.35372524,350.8458021,30.94801533,19.20220994,3.595715356,75.81443481,7.085136507,4.185423454,1.44031551,0.002581863468,0.005597732713,0,0,89.72441652,43.51217695,292.0730534,36.3184205,5.413618584,6.43945204,79.00121582,8.320591954,5.65668697,2.010059271,0.001853686436,0.00469393105,0.001703619347,0.009133940725,1993,91,0,652,1375,0,0.4397991269,15.09297484,5.188728271,0.211279416,-1.131321374,339,14.60433152,0,0.541117979,4.226311781
nhdhr_114542575,Trout Lake,1.447729038,1.534325621,2.435002794,2.271532738,23.1648,1030360.672,0.2893142,1.423679783,47.87027907,-90.17266597,164.8602489,100.4047429,279.33811,45.58250066,3.607175554,10.19397298,78.16157347,10.73176362,5.621191169,2.065872816,0.001607139914,0.005023226804,0.003003187583,0.01467319983,83.22094147,43.03821512,233.6115865,35.61875888,-8.472436213,6.046579173,81.28874592,7.394881471,5.866283966,2.102659489,0.000161525081,0.001578340707,0.006897937846,0.01960517547,241.1459928,75.7739546,278.6535403,34.25891991,4.505558885,6.088907535,75.84962256,13.57519382,5.38755343,2.028165249,0.001845391491,0.005171281293,0.002993024129,0.01827583697,246.3681443,68.75365836,326.0034603,22.13634068,15.41296036,3.37370101,77.67741354,11.20887325,5.045495511,1.750875008,0.002712896681,0.006380620922,0,0,82.6964183,45.00191471,277.1243731,32.9342565,2.457920137,6.460010506,77.89193609,8.85041998,6.222224129,2.171729913,0.001658798822,0.00518949136,0.002236414637,0.01110181484,47736,3597,8520,13552,16638,13971,0.4122172997,7.721726998,5.783159615,1.032577388,0.1846042732,323,14.44619694,1,0.8687180865,5.113073163
nhdhr_114544961,Divide Lake,2.419057537,3.778844898,2.465556878,1.893214957,6.4008,239156.5144,0.5065177,1.781448229,47.60874106,-91.25382687,158.4083922,88.77003488,277.8312157,58.95148794,3.598774329,12.34879812,75.93324215,11.91159508,5.137897984,1.994769922,0.001733857864,0.004991579509,0.004315350652,0.02013257174,90.2193627,45.56961723,217.6852762,40.10969915,-10.82286672,6.882853832,83.06782633,8.592685083,5.46974468,2.011008101,9.90E-05,0.001044504329,0.009385892166,0.0285285003,225.5271612,69.20426351,290.5995652,42.05238201,7.443978733,7.44018101,69.5971506,13.07394811,4.784375983,1.910673587,0.002191559149,0.005157103747,0.002744533934,0.01645970462,227.2900273,59.86981356,339.4555487,27.45677293,17.18854754,4.117136541,72.51699098,9.703504932,4.472140484,1.64121961,0.003166924729,0.006624527988,1.22E-07,7.57E-06,85.41787179,42.28151661,260.5326634,43.13329594,-0.1060831974,8.228020947,78.856785,10.8340743,5.870011333,2.090061784,0.001404855986,0.004702977088,0.005355363934,0.02256173423,477,60,7,166,320,103,0.5055733386,16.1116443,5.777516839,-0.5995385485,-0.9445547284,311,17.37054668,0,0.6291319538,4.47667651
nhdhr_120017991,Clear Lake,1.574189395,3.661277794,1.995475014,1.902226648,8.2296,1735912.665,1.113232,1.486349377,45.26037937,-93.00142973,165.6479102,82.99393693,293.968181,62.53037494,6.680292328,12.9747028,75.19243966,12.315059,4.356407979,1.604977796,0.001954821304,0.005732379631,0.002430595927,0.01345436603,109.8050602,47.58716948,229.8839706,39.51366181,-8.757610329,7.011273364,84.73399453,8.569539977,4.322954534,1.604876581,0.0001830586218,0.001224303353,0.006432360813,0.0201863019,222.6433905,66.18500579,309.8175583,43.43425619,11.48061931,7.342429687,68.95514864,11.6199552,4.597909958,1.67121458,0.002736121397,0.006142024559,0.0006476161193,0.007486290189,231.2423722,57.72811133,360.1875468,30.4976596,20.76698172,4.199116634,71.0577914,10.40989741,3.952483414,1.367100762,0.003494693853,0.007962282063,0,0,94.0750236,41.68490792,272.6248792,44.95114246,2.493749581,8.606817402,76.33199654,11.9207291,4.567303446,1.680029993,0.001317328611,0.0045473154,0.002783127158,0.01568510141,1278,257,27,390,769,165,0.4515267486,18.69699482,5.270837153,-0.5584059434,-0.0514674632,322,18.37849843,0,0.6205993013,4.208988099
nhdhr_120017997,Round Lake,1.151132445,2.587343056,0.9978628308,0.1249344762,1,1063518.817,0.596472,1.230611306,45.23981743,-93.35599868,165.8677793,82.21187654,294.9191756,62.74286617,7.007069876,13.00638895,74.44381679,12.63405524,4.275177042,1.553552973,0.001951059081,0.005783297961,0.002309301837,0.01292831513,108.6849953,44.67937745,230.496663,39.25270663,-8.483305577,7.034020393,84.71044214,8.834260428,4.181832846,1.549728341,0.00018776127,0.001250394514,0.006202921354,0.01978402801,222.3318717,66.20801543,311.068742,43.54739785,11.82807467,7.361000178,67.86158838,11.73507012,4.568458774,1.623881032,0.002772099659,0.006216650864,0.0006018043474,0.006980005186,231.8080843,56.50208221,361.5859866,30.51549905,21.10214984,4.197573169,70.22567209,10.18668064,3.92522602,1.327531806,0.003498836589,0.00812384138,0,0,95.83758179,41.27101778,273.1360139,44.76127729,2.84349655,8.657612278,75.29292106,12.36441196,4.436269417,1.622101873,0.001255554098,0.004379786373,0.002565354893,0.01465380364,103,103,0,32,66,5,0.2912621359,21.82067961,4.420307474,-0.8700469006,0.2956535149,323,18.33064795,0,0.3269954313,4.181195193
nhdhr_120018005,Diamond Lake,1.106770764,2.71114741,1.106042781,0.6366144749,2.1336,1639073.359,2.276328,1.558788694,45.2015364,-93.50532501,164.920646,82.70430208,294.2420109,62.83877916,6.973412488,13.02855342,74.0357304,12.99376258,4.380207183,1.576036719,0.00191500533,0.005663037771,0.002364301972,0.01315481847,106.0938494,42.93730626,229.6412995,39.05302959,-8.567831188,7.025511914,84.62163835,9.246482397,4.284443673,1.568826392,0.0001761396484,0.001220781685,0.006318117304,0.02021474311,221.6830341,67.02801707,310.6427133,43.63027668,11.85010931,7.367655398,67.09427456,11.98523511,4.681533349,1.647561001,0.002769514291,0.006303941706,0.0006473690349,0.007287395301,231.8698366,57.12549777,361.1077917,30.481372,21.07391199,4.177290887,69.98104617,10.36780642,4.02764225,1.35437964,0.003409144112,0.007764607276,0,0,95.18352308,40.92210758,272.1697892,44.62147058,2.798125042,8.666235843,74.7597822,12.76494459,4.538197848,1.642303883,0.001216782352,0.004324633485,0.002627161415,0.01470354362,600,214,10,282,376,73,0.5712911898,19.30620783,5.5044008,-0.7485136664,-0.07176225507,323,18.33355946,0,0.4254232733,4.286881867
nhdhr_120018007,Mill Pond,2.279086112,4.98126606,2.237670869,2.015624276,3.3528,70963.63342,3.715847,1.520713149,45.18212124,-93.39563188,164.9411608,82.48373637,294.845974,62.83330183,7.04864862,13.01542077,74.17182463,12.83368266,4.29158841,1.552966622,0.001939340115,0.005704297449,0.002311642873,0.01285721205,106.9527717,43.79138421,230.2946447,39.16750653,-8.464150403,7.028073169,84.64261773,9.075437705,4.187243557,1.547668511,0.0001846971353,0.001252236723,0.00620074217,0.01956505053,221.3722752,66.55877408,311.1292103,43.61710587,11.89382174,7.363232171,67.38137894,11.86521137,4.59452161,1.62409454,0.00278178831,0.006253006681,0.0006145342002,0.007076002399,231.61099,56.81076237,361.6738343,30.52352302,21.14580435,4.187618978,70.02597996,10.24558265,3.950936102,1.330329502,0.003467648342,0.007912205111,0,0,94.99140877,41.23666476,272.8851564,44.70283834,2.880636882,8.66097343,74.9527816,12.58960222,4.444037279,1.619560419,0.001233493178,0.00431409865,0.002564012879,0.01464968052,299,82,0,99,182,31,0.3861869758,19.36836538,4.159604493,-0.6689689114,-0.02851569453,323,18.32363068,0,0.7728433217,4.205831332
nhdhr_120018008,Peltier Lake,1.180273734,3.957824775,1.460808968,0.9535673561,4.572,2227609.504,1.522162,2.906011114,45.18274774,-93.05857618,165.8389098,81.80507368,294.5048452,62.55324876,6.816210207,12.98784926,75.07435397,12.31203444,4.252090567,1.560369002,0.002000336796,0.005834033921,0.00246684748,0.0136518506,110.2635611,45.85919768,230.3877669,39.45177981,-8.631986374,7.047654306,84.85314301,8.490882545,4.1811098,1.559433789,0.0002023979729,0.001323563879,0.006626342708,0.02081786023,221.7527695,65.93480228,310.4161128,43.45303003,11.6048955,7.354337222,68.88671118,11.55801696,4.525253554,1.628396476,0.002808399604,0.006231890968,0.0006739456511,0.007892287227,230.7592685,57.05712299,360.7698292,30.55113322,20.89862104,4.214402399,70.82228229,10.24455289,3.883462115,1.327163001,0.003554337962,0.00806291463,0,0,95.82483707,41.02308122,273.0827131,44.90107679,2.656658295,8.648037859,76.04605949,11.98135545,4.431030579,1.633662254,0.001346798904,0.004710566206,0.00270798849,0.01529113214,1158,393,106,333,649,139,0.4304540376,18.37378973,7.229072608,-0.8611208315,-0.2700591275,323,18.3601398,0,0.4140016125,4.140489246
nhdhr_120018012,Marshan Lake,3.166211399,5.536654885,0.9289086257,0.2116514294,0.9102676,823681,2.654604,1.33824523,45.16956638,-93.10926108,165.8389098,81.80507368,294.5048452,62.55324876,6.816210207,12.98784926,75.07435397,12.31203444,4.252090567,1.560369002,0.002000336796,0.005834033921,0.00246684748,0.0136518506,110.2635611,45.85919768,230.3877669,39.45177981,-8.631986374,7.047654306,84.85314301,8.490882545,4.1811098,1.559433789,0.0002023979729,0.001323563879,0.006626342708,0.02081786023,221.7527695,65.93480228,310.4161128,43.45303003,11.6048955,7.354337222,68.88671118,11.55801696,4.525253554,1.628396476,0.002808399604,0.006231890968,0.0006739456511,0.007892287227,230.7592685,57.05712299,360.7698292,30.55113322,20.89862104,4.214402399,70.82228229,10.24455289,3.883462115,1.327163001,0.003554337962,0.00806291463,0,0,95.82483707,41.02308122,273.0827131,44.90107679,2.656658295,8.648037859,76.04605949,11.98135545,4.431030579,1.633662254,0.001346798904,0.004710566206,0.00270798849,0.01529113214,74,74,0,28,46,7,0.1620741683,20.75765432,5.322744422,-0.5444893879,-0.3071767364,323,18.3601398,0,0,4.140489246
nhdhr_120018013,George Watch Lake,2.699392425,5.930796309,1.283247214,0.9313869095,1.214852,1966886.469,2.748724,1.912182339,45.17624574,-93.08938643,165.8389098,81.80507368,294.5048452,62.55324876,6.816210207,12.98784926,75.07435397,12.31203444,4.252090567,1.560369002,0.002000336796,0.005834033921,0.00246684748,0.0136518506,110.2635611,45.85919768,230.3877669,39.45177981,-8.631986374,7.047654306,84.85314301,8.490882545,4.1811098,1.559433789,0.0002023979729,0.001323563879,0.006626342708,0.02081786023,221.7527695,65.93480228,310.4161128,43.45303003,11.6048955,7.354337222,68.88671118,11.55801696,4.525253554,1.628396476,0.002808399604,0.006231890968,0.0006739456511,0.007892287227,230.7592685,57.05712299,360.7698292,30.55113322,20.89862104,4.214402399,70.82228229,10.24455289,3.883462115,1.327163001,0.003554337962,0.00806291463,0,0,95.82483707,41.02308122,273.0827131,44.90107679,2.656658295,8.648037859,76.04605949,11.98135545,4.431030579,1.633662254,0.001346798904,0.004710566206,0.00270798849,0.01529113214,214,208,0,77,115,25,0.05595113662,21.0864977,5.501241164,-0.5958832598,0.0645910428,323,18.3601398,0,0.4384574039,4.140489246
nhdhr_120018014,Centerville Lake,0.9041519722,2.084282919,1.491276559,1.184396183,5.4864,1917638.01,1.396262,1.2710078,45.16337332,-93.07045686,165.8389098,81.80507368,294.5048452,62.55324876,6.816210207,12.98784926,75.07435397,12.31203444,4.252090567,1.560369002,0.002000336796,0.005834033921,0.00246684748,0.0136518506,110.2635611,45.85919768,230.3877669,39.45177981,-8.631986374,7.047654306,84.85314301,8.490882545,4.1811098,1.559433789,0.0002023979729,0.001323563879,0.006626342708,0.02081786023,221.7527695,65.93480228,310.4161128,43.45303003,11.6048955,7.354337222,68.88671118,11.55801696,4.525253554,1.628396476,0.002808399604,0.006231890968,0.0006739456511,0.007892287227,230.7592685,57.05712299,360.7698292,30.55113322,20.89862104,4.214402399,70.82228229,10.24455289,3.883462115,1.327163001,0.003554337962,0.00806291463,0,0,95.82483707,41.02308122,273.0827131,44.90107679,2.656658295,8.648037859,76.04605949,11.98135545,4.431030579,1.633662254,0.001346798904,0.004710566206,0.00270798849,0.01529113214,908,160,79,233,479,124,0.4522001348,18.46891803,6.732758109,-0.9614116328,0.08691089537,323,18.3601398,0,0.4317387799,4.140489246
nhdhr_120018017,Rice Lake,1.381151784,2.341077728,1.195813576,0.7870427719,1.2192,1502294.439,2.20561,1.881666161,45.15429335,-93.1213764,165.8389098,81.80507368,294.5048452,62.55324876,6.816210207,12.98784926,75.07435397,12.31203444,4.252090567,1.560369002,0.002000336796,0.005834033921,0.00246684748,0.0136518506,110.2635611,45.85919768,230.3877669,39.45177981,-8.631986374,7.047654306,84.85314301,8.490882545,4.1811098,1.559433789,0.0002023979729,0.001323563879,0.006626342708,0.02081786023,221.7527695,65.93480228,310.4161128,43.45303003,11.6048955,7.354337222,68.88671118,11.55801696,4.525253554,1.628396476,0.002808399604,0.006231890968,0.0006739456511,0.007892287227,230.7592685,57.05712299,360.7698292,30.55113322,20.89862104,4.214402399,70.82228229,10.24455289,3.883462115,1.327163001,0.003554337962,0.00806291463,0,0,95.82483707,41.02308122,273.0827131,44.90107679,2.656658295,8.648037859,76.04605949,11.98135545,4.431030579,1.633662254,0.001346798904,0.004710566206,0.00270798849,0.01529113214,65,52,0,19,49,4,0.4442804024,22.31611111,3.998660535,-0.8036237667,2.833681901,323,18.3601398,0,0.3762429454,4.140489246
