target_id,source_id,pb-mtl_rmse,predicted_rmse,spearman,meta_rmse,pb0_rmse,pgmtl_improvement
nhdhr_37648599,nhdhr70334219,2.088249785,1.76399883,0.5927294914,0.5099713665,2.88918284,0.8009330551
nhdhr_91596605,nhdhr120019849,2.49729413,1.952366121,0.648224689,0.3834820362,3.302966032,0.8056719021
nhdhr_120020398,nhdhr34119718,2.715058639,1.099744135,0.4425680995,0.6894417637,3.531876703,0.816818064
nhdhr_91686475,nhdhr45728298,1.690088033,1.797724156,0.4026531255,0.8101182025,2.507057997,0.8169699635
nhdhr_155444180,nhdhr45722930,2.897787787,2.706984724,0.3418044402,1.286281399,3.716364601,0.8185768134
nhdhr_91689611,nhdhr34129366,2.444025307,2.689514594,0.8141749331,0.6435429517,3.263411905,0.819386598
nhdhr_120020207,nhdhr120020343,1.475795333,1.143754292,0.5053967879,0.5352329556,2.309852097,0.834056764
nhdhr_45730354,nhdhr120018102,2.512575177,1.954167133,0.6974452842,0.5456408721,3.348349408,0.8357742307
nhdhr_157067854,nhdhr34129544,2.198390902,2.084655426,0.9067036687,2.24767418,3.036471832,0.8380809298
nhdhr_121858926,nhdhr47726570,1.94748127,2.376864762,0.8399071012,1.112554053,2.797068559,0.849587289
nhdhr_120018204,nhdhr45728298,1.635007163,1.979247089,0.2652141395,1.889357421,2.485703446,0.8506962827
nhdhr_109981506,nhdhr45728298,2.333826984,2.015079462,0.7979530783,1.056213085,3.192415417,0.8585884338
nhdhr_120018136,nhdhr91594833,1.92027337,2.269052286,0.9468941899,0.5802000306,2.778969053,0.8586956825
nhdhr_91686757,nhdhr120020218,2.476757394,2.720232279,0.8525980161,1.792171257,3.34117404,0.864416646
nhdhr_121623808,nhdhr143249864,1.947852035,1.98614372,-0.1033538026,1.874683542,2.819150782,0.8712987471
nhdhr_166867872,nhdhr166867866,3.000387946,2.348885679,0.8080381042,1.65393297,3.884130167,0.8837422202
nhdhr_166867846,nhdhr166867866,2.51637977,2.95692102,0.8687844434,1.088955902,3.405609411,0.8892296413
nhdhr_91688957,nhdhr91595845,2.043880971,2.150957692,0.6163517556,1.053006134,2.933254739,0.8893737681
nhdhr_120020396,nhdhr126212479,2.913505256,1.367639866,0.5500078728,0.676215159,3.807913275,0.894408019
nhdhr_91593815,nhdhr91595845,2.072025192,1.925649045,0.6743190049,0.6925018353,2.970954368,0.8989291754
nhdhr_120018226,nhdhr120020343,1.974613116,1.70529864,0.5982286254,0.6707963804,2.874219414,0.8996062984
nhdhr_91689717,nhdhr120018107,2.089185775,2.300647064,0.5841245473,0.6879455187,3.004164571,0.914978796
nhdhr_91688055,nhdhr34119718,2.536431805,1.055925138,0.2553928515,0.5638255774,3.453946619,0.9175148145
nhdhr_157076137,nhdhr80005045,1.741425141,1.87797412,0.8629979531,0.5483672887,2.659020753,0.9175956124
nhdhr_151949390,nhdhr166867866,3.181080444,2.364789782,0.5936033695,0.9519209338,4.122662714,0.9415822697
nhdhr_91688615,nhdhr91690341,1.865684336,2.126897993,0.5734411904,0.7559700444,2.816590303,0.9509059671
nhdhr_34128269,nhdhr34129366,2.917223787,1.872348142,0.5263541175,0.5385113899,3.873407582,0.956183795
nhdhr_143418975,nhdhr143416561,2.339438398,1.681473325,0.5946819399,0.8915111561,3.322782422,0.9833440236
nhdhr_34130818,nhdhr34127708,2.205112651,2.446680116,0.8762202803,0.5932778914,3.189691691,0.9845790406
nhdhr_120020342,nhdhr45728298,1.670471599,2.320864395,0.6998504173,1.397226293,2.655196525,0.9847249264
nhdhr_120018079,nhdhr80005045,2.280233162,2.164884236,0.9158242796,0.5722974457,3.265612384,0.9853792221
nhdhr_120020213,nhdhr120020343,1.636965642,1.542193255,0.6571445442,0.5454529177,2.623057852,0.9860922104
nhdhr_120020357,nhdhr91690341,2.062904901,2.583205402,0.4215241694,1.514442833,3.049563681,0.9866587798
nhdhr_34121856,nhdhr34131191,2.453018523,1.737772376,0.4236065187,0.7950915423,3.445751369,0.9927328463
nhdhr_45730422,nhdhr91688455,2.929657256,2.28914606,0.1592544481,0.9780816088,3.927172145,0.997514889
nhdhr_120020348,nhdhr120020343,2.362651175,1.482392803,0.4836876083,0.3618777191,3.374481411,1.011830235
nhdhr_70332231,nhdhr120018100,2.112479225,2.172754196,0.3905408597,2.256196289,3.14761508,1.035135855
nhdhr_91692157,nhdhr120019849,2.513093885,1.949472083,0.5825499921,0.4267453602,3.550281664,1.037187779
nhdhr_120018981,nhdhr80005045,3.964564654,1.95736583,0.5594237128,1.263428633,5.013131715,1.048567061
nhdhr_121623268,nhdhr143249413,2.579193502,2.005646937,-0.04609116675,1.753076857,3.63075022,1.051556717
nhdhr_34122432,nhdhr45728298,3.120249097,2.263513798,0.3435561329,0.5287452443,4.197665701,1.077416604
nhdhr_34132376,nhdhr45722930,1.486571002,2.079428172,0.9587269721,0.7548100993,2.572180922,1.08560992
nhdhr_91689407,nhdhr120019849,2.161670337,2.148699567,0.5766729649,0.5122048879,3.248247729,1.086577391
nhdhr_34127862,nhdhr91595845,2.770898219,2.320561029,0.923437254,0.5800153141,3.878157276,1.107259057
nhdhr_70330275,nhdhr151949699,2.05181137,2.206572115,0.2369390647,1.593343384,3.163309358,1.111497988
nhdhr_{E940A362-4076-4895-A23F-1B8CCC905DEE},nhdhr166867866,2.638737012,2.351704837,0.487297276,2.196402758,3.823393038,1.184656026
nhdhr_120018072,nhdhr45722930,1.933449794,2.208521943,0.9730278696,0.4494440407,3.149642993,1.216193199
nhdhr_120020200,nhdhr120018114,1.938493066,1.856029035,0.6940914817,0.8325123282,3.156765443,1.218272376
nhdhr_120020364,nhdhr91595845,2.214750814,2.46027499,0.8599787435,0.9775841406,3.448457822,1.233707007
nhdhr_120018085,nhdhr45728298,2.791992043,2.357388885,0.8813926941,0.5150082257,4.026770125,1.234778082
nhdhr_91595431,nhdhr34129366,2.464374372,2.154630319,0.5057786175,0.4830336583,3.745143941,1.280769569
nhdhr_120020352,nhdhr120018094,2.224404643,1.99258423,0.5242757046,0.4587572528,3.556962687,1.332558044
nhdhr_91689661,nhdhr34129366,2.398777706,1.884944863,0.4993347504,0.7007259603,3.755503184,1.356725479
nhdhr_91594761,nhdhr34129544,2.413057056,2.389381335,0.9419461502,1.275160169,3.828231395,1.415174339
nhdhr_74926457,nhdhr166867866,2.446481672,2.36220517,0.6809163911,1.029094612,3.863466443,1.41698477
nhdhr_{62B48949-8CCC-4BA3-989E-AA1FE86C363D},nhdhr120020343,2.542158082,2.149645971,0.5632302,83.2987909,4.068488229,1.526330148
nhdhr_34126978,nhdhr86274749,3.523678008,1.716434448,0.5210242481,0.5895366728,5.053693466,1.530015458
nhdhr_120019932,nhdhr120018114,3.000570089,2.642003058,0.7799322941,1.109704215,4.562950076,1.562379986
nhdhr_120018106,nhdhr81002103,2.507493033,2.069506183,0.2046921745,1.628059965,4.121174985,1.613681953
nhdhr_34126462,nhdhr34131191,2.403613455,1.916714665,0.4800700677,0.871190152,4.027140646,1.623527191
nhdhr_34242518,nhdhr120018100,2.642127591,2.126875695,0.8077546843,1.91367087,4.445143543,1.803015952
nhdhr_121622760,nhdhr45728298,2.606820215,2.095054155,0.3993190049,1.065990554,4.4491137,1.842293485
nhdhr_34128205,nhdhr45728298,3.315500373,2.464536582,0.6584829161,1.563007417,5.205107196,1.889606823
nhdhr_eec6bb9d-30cb-4c7d-bfc1-88e675b7d41b,nhdhr120018133,3.064122108,1.714133872,0.1107187844,1.529284983,5.029328459,1.96520635
nhdhr_91688597,nhdhr34129366,2.276616569,1.886818313,0.6512596442,0.7423425555,4.268236224,1.991619655
nhdhr_120018103,nhdhr34129544,2.275531959,2.58467201,0.6125177137,1.857441116,4.276961861,2.001429902
nhdhr_68840139,nhdhr81002103,3.013754475,2.815499169,0.1416312392,2.557424692,5.02711788,2.013363405
nhdhr_91593573,nhdhr34129366,1.692163868,2.091048049,0.6723704928,1.355157204,3.862386302,2.170222433
nhdhr_69885442,nhdhr120018114,2.792341753,1.277545044,0.6240749488,2.521770502,5.089902987,2.297561234
nhdhr_120020347,nhdhr34129544,1.892641496,2.529358089,0.9721461187,0.4861852081,4.197383251,2.304741755
nhdhr_120018007,nhdhr34129366,2.33715226,2.234135083,0.4010588884,0.7716922771,4.72882608,2.391673821
nhdhr_74926427,nhdhr69886228,3.727450291,2.727644849,0.8904818139,0.6453036219,6.75202168,3.024571389
